BABY_IMPLING	1028	11238	17	25.0
YOUNG_IMPLING	1029	11240	22	65.0
GOURMET_IMPLING	1030	11242	28	113.0
EARTH_IMPLING	1031	11244	36	177.0
ESSENCE_IMPLING	1032	11246	42	225.0
ECLECTIC_IMPLING	1033	11248	50	289.0
SPIRIT_IMPLING	7866	15513	54	321.0
NATURE_IMPLING	1034	11250	58	353.0
MAGPIE_IMPLING	1035	11252	65	409.0
NINJA_IMPLING	6053	11254	74	481.0
KINGLY_IMPLING	7903	15517	91	617.0
DRAGON_IMPLING	6054	11256	83	553.0
ITEM	133	Defence potion (3)	[Drink, null, null, Empty, drop]
ITEM	140	Prayer potion (3)	[null, null, null, null, drop]
ITEM	219	Grimy torstol	[Clean, null, null, null, drop]
ITEM	231	Snape grass	[null, null, null, null, drop]
ITEM	237	Unicorn horn	[Grind, null, null, null, drop]
ITEM	247	Jangerberries	[null, null, null, Eat, drop]
ITEM	249	Clean guam	[null, null, null, Grind, drop]
ITEM	253	Clean tarromin	[null, null, null, null, drop]
ITEM	269	Clean torstol	[null, null, null, null, drop]
ITEM	311	Harpoon	[null, null, null, Add to tool belt, drop]
ITEM	319	Anchovies	[Eat, null, null, Grind, drop]
ITEM	361	Tuna	[Eat, null, null, null, drop]
ITEM	365	Bass	[Eat, null, null, null, drop]
ITEM	373	Swordfish	[Eat, null, null, null, drop]
ITEM	379	Lobster	[Eat, null, null, null, drop]
ITEM	383	Raw shark	[null, null, null, null, drop]
ITEM	385	Shark	[Eat, null, null, null, drop]
ITEM	401	Seaweed	[null, null, null, Grind, drop]
ITEM	444	Gold ore	[null, null, null, null, drop]
ITEM	447	Mithril ore	[null, null, null, null, drop]
ITEM	448	Mithril ore	[null, null, null, null, drop]
ITEM	450	Adamantite ore	[null, null, null, null, drop]
ITEM	453	Coal	[null, null, null, null, drop]
ITEM	454	Coal	[null, null, null, null, drop]
ITEM	535	Baby dragon bones	[null, null, null, null, drop]
ITEM	537	Dragon bones	[null, null, null, null, drop]
ITEM	554	Fire rune	[null, null, null, null, drop]
ITEM	555	Water rune	[null, null, null, null, drop]
ITEM	556	Air rune	[null, null, null, null, drop]
ITEM	557	Earth rune	[null, null, null, null, drop]
ITEM	559	Body rune	[null, null, null, null, drop]
ITEM	560	Death rune	[null, null, null, null, drop]
ITEM	561	Nature rune	[null, null, null, null, drop]
ITEM	562	Chaos rune	[null, null, null, null, drop]
ITEM	563	Law rune	[null, null, null, null, drop]
ITEM	564	Cosmic rune	[null, null, null, null, drop]
ITEM	566	Soul rune	[null, null, null, null, drop]
ITEM	572	Water orb	[null, null, null, null, drop]
ITEM	805	Rune throwing axe	[null, Wield, null, null, drop]
ITEM	811	Rune dart	[null, Wield, null, null, drop]
ITEM	855	Yew longbow	[null, Wield, null, null, drop]
ITEM	868	Rune knife	[null, Wield, null, null, drop]
ITEM	892	Rune arrow	[null, Wield, null, null, drop]
ITEM	946	Knife	[null, null, null, Add to tool belt, drop]
ITEM	951	Silk	[null, null, null, null, drop]
ITEM	993	Sinister key	[null, null, null, null, drop]
ITEM	1097	Studded chaps	[null, Wear, null, null, drop]
ITEM	1115	Iron platebody	[null, Wear, null, null, drop]
ITEM	1120	Steel platebody	[null, null, null, null, drop]
ITEM	1157	Steel full helm	[Convert, null, null, null, drop]
ITEM	1185	Rune sq shield	[Convert, null, null, null, drop]
ITEM	1199	Adamant kiteshield	[Convert, null, null, null, drop]
ITEM	1213	Rune dagger	[Convert, null, null, null, drop]
ITEM	1215	Dragon dagger	[null, Wield, null, null, drop]
ITEM	1249	Dragon spear	[null, Wield, null, null, drop]
ITEM	1273	Mithril pickaxe	[Convert, null, null, null, drop]
ITEM	1305	Dragon longsword	[null, Wield, null, null, drop]
ITEM	1306	Dragon longsword	[null, null, null, null, drop]
ITEM	1333	Rune scimitar	[Convert, null, null, null, drop]
ITEM	1347	Rune warhammer	[Convert, null, null, null, drop]
ITEM	1353	Steel hatchet	[null, Wield, null, Add to tool belt, drop]
ITEM	1391	Battlestaff	[null, Wield, null, null, drop]
ITEM	1438	Air talisman	[null, null, null, Locate, drop]
ITEM	1441	Earth talisman	[null, null, null, null, drop]
ITEM	1442	Fire talisman	[null, null, null, Locate, drop]
ITEM	1444	Water talisman	[null, null, null, Locate, drop]
ITEM	1448	Mind talisman	[null, null, null, Locate, drop]
ITEM	1487	Unicorn horn	[null, null, null, null, drop]
ITEM	1513	Magic logs	[Craft, Light, null, null, drop]
ITEM	1520	Willow logs	[null, null, null, null, drop]
ITEM	1523	Lockpick	[null, null, null, null, drop]
ITEM	1539	Steel nails	[null, null, null, null, drop]
ITEM	1601	Diamond	[Craft, null, null, null, drop]
ITEM	1603	Ruby	[Craft, null, null, null, drop]
ITEM	1606	Emerald	[null, null, null, null, drop]
ITEM	1607	Sapphire	[Craft, null, null, null, drop]
ITEM	1615	Dragonstone	[Craft, Grind, null, null, drop]
ITEM	1616	Dragonstone	[null, null, null, null, drop]
ITEM	1618	Uncut diamond	[null, null, null, null, drop]
ITEM	1631	Uncut dragonstone	[Craft, null, null, null, drop]
ITEM	1636	Gold ring	[null, null, null, null, drop]
ITEM	1682	Diamond amulet	[null, null, null, null, drop]
ITEM	1684	Dragonstone amulet	[null, null, null, null, drop]
ITEM	1703	Dragonstone amulet	[null, null, null, null, drop]
ITEM	1705	Amulet of glory	[null, null, null, null, drop]
ITEM	1732	Amulet of power	[null, null, null, null, drop]
ITEM	1733	Needle	[null, null, null, Add to tool belt, drop]
ITEM	1734	Thread	[null, null, null, null, drop]
ITEM	1743	Hard leather	[Craft, null, null, null, drop]
ITEM	1747	Black dragonhide	[null, null, null, null, drop]
ITEM	1748	Black dragonhide	[null, null, null, null, drop]
ITEM	1755	Chisel	[null, null, null, Add to tool belt, drop]
ITEM	1761	Soft clay	[Mould, null, null, null, drop]
ITEM	1777	Bowstring	[String, null, null, null, drop]
ITEM	1779	Flax	[null, null, null, null, drop]
ITEM	1784	Bucket of sand	[null, null, null, null, drop]
ITEM	1883	Ugthanki kebab	[Eat, null, null, null, drop]
ITEM	1885	Ugthanki kebab	[Eat, null, null, null, drop]
ITEM	1897	Chocolate cake	[Eat, null, null, null, drop]
ITEM	1901	Chocolate slice	[Eat, null, null, null, drop]
ITEM	1927	Bucket of milk	[null, null, null, Empty, drop]
ITEM	1934	Pot of flour	[null, null, null, null, drop]
ITEM	1964	Banana	[null, null, null, null, drop]
ITEM	1985	Cheese	[Eat, null, null, null, drop]
ITEM	2007	Spice	[null, null, null, null, drop]
ITEM	2011	Curry	[Eat, null, null, null, drop]
ITEM	2135	Raw rat meat	[null, null, null, null, drop]
ITEM	2139	Raw chicken	[null, null, null, null, drop]
ITEM	2151	Swamp toad	[null, null, null, null, drop]
ITEM	2293	Meat pizza	[Eat, null, null, null, drop]
ITEM	2327	Meat pie	[Eat, null, null, null, drop]
ITEM	2347	Hammer	[null, null, null, Add to tool belt, drop]
ITEM	2349	Bronze bar	[null, null, null, null, drop]
ITEM	2350	Bronze bar	[null, null, null, null, drop]
ITEM	2351	Iron bar	[null, null, null, null, drop]
ITEM	2353	Steel bar	[null, null, null, null, drop]
ITEM	2354	Steel bar	[null, null, null, null, drop]
ITEM	2355	Silver bar	[null, null, null, null, drop]
ITEM	2358	Gold bar	[null, null, null, null, drop]
ITEM	2359	Mithril bar	[null, null, null, null, drop]
ITEM	2361	Adamant bar	[null, null, null, null, drop]
ITEM	2363	Rune bar	[null, null, null, null, drop]
ITEM	2364	Rune bar	[null, null, null, null, drop]
ITEM	2366	Shield left half	[null, null, null, null, drop]
ITEM	2462	Red flowers	[null, Wield, null, null, drop]
ITEM	2493	Blue dragonhide chaps	[null, Wear, null, null, drop]
ITEM	2569	Ring of forging	[null, null, null, null, drop]
ITEM	2571	Ring of life	[null, null, null, null, drop]
ITEM	2860	Wolf bones	[null, null, null, null, drop]
ITEM	3051	Grimy snapdragon	[Clean, null, null, null, drop]
ITEM	3101	Rune claws	[Convert, null, null, null, drop]
ITEM	3138	Potato cactus	[null, null, null, null, drop]
ITEM	3363	Thin snail	[null, null, null, Grind, drop]
ITEM	3385	Splitbark helm	[null, Wear, null, null, drop]
ITEM	3391	Splitbark gauntlets	[null, Wear, null, null, drop]
ITEM	4093	Mystic robe bottom	[null, Wear, null, null, drop]
ITEM	4095	Mystic gloves	[null, Wear, null, null, drop]
ITEM	4097	Mystic boots	[null, Wear, null, null, drop]
ITEM	4527	Candle lantern	[null, null, null, null, drop]
ITEM	4694	Steam rune	[null, null, null, null, drop]
ITEM	4696	Dust rune	[null, null, null, null, drop]
ITEM	4698	Mud rune	[Grind, null, null, null, drop]
ITEM	5100	Limpwurt seed	[null, null, null, null, drop]
ITEM	5104	Jangerberry seed	[null, null, null, null, drop]
ITEM	5281	Cave nightshade seed	[null, null, null, null, drop]
ITEM	5285	Orange tree seed	[null, null, null, null, drop]
ITEM	5286	Curry tree seed	[null, null, null, null, drop]
ITEM	5287	Pineapple seed	[null, null, null, null, drop]
ITEM	5294	Harralander seed	[null, null, null, null, drop]
ITEM	5295	Ranarr seed	[null, null, null, null, drop]
ITEM	5297	Irit seed	[null, null, null, null, drop]
ITEM	5298	Avantoe seed	[null, null, null, null, drop]
ITEM	5299	Kwuarm seed	[null, null, null, null, drop]
ITEM	5300	Snapdragon seed	[null, null, null, null, drop]
ITEM	5303	Dwarf weed seed	[null, null, null, null, drop]
ITEM	5304	Torstol seed	[null, null, null, null, drop]
ITEM	5311	Wildblood seed	[null, null, null, null, drop]
ITEM	5313	Willow seed	[null, null, null, null, drop]
ITEM	5316	Magic seed	[null, null, null, null, drop]
ITEM	5321	Watermelon seed	[null, null, null, null, drop]
ITEM	5406	Strawberries (5)	[Fill, Remove-one, Empty, null, drop]
ITEM	5535	Earth tiara	[null, Wear, null, null, drop]
ITEM	5541	Nature tiara	[null, Wear, null, null, drop]
ITEM	5547	Death tiara	[null, Wear, null, null, drop]
ITEM	5755	Chef's delight	[Drink, null, null, null, drop]
ITEM	5760	Slayer's respite	[null, null, null, null, drop]
ITEM	5934	Willow branch	[null, null, null, null, drop]
ITEM	5970	Curry leaf	[null, null, null, null, drop]
ITEM	5974	Coconut	[null, null, null, Break Open, drop]
ITEM	6010	Marigolds	[null, null, null, null, drop]
ITEM	6016	Cactus spine	[null, null, null, null, drop]
ITEM	6032	Compost	[null, null, null, Empty, drop]
ITEM	6033	Compost	[null, null, null, null, drop]
ITEM	6035	Supercompost	[null, null, null, null, drop]
ITEM	6155	Dagannoth hide	[Craft, null, null, null, drop]
ITEM	6291	Spider carcass	[null, null, null, null, drop]
ITEM	6313	Opal machete	[null, Wield, null, Add to tool belt, drop]
ITEM	6319	Proboscis	[null, null, null, null, drop]
ITEM	6328	Snakeskin boots	[null, Wear, null, null, drop]
ITEM	6571	Uncut onyx	[Craft, null, null, null, drop]
ITEM	6969	Baguette	[null, null, null, null, drop]
ITEM	6980	Granite (500g)	[null, null, null, null, drop]
ITEM	7158	Dragon 2h sword	[null, Wield, null, null, drop]
ITEM	7170	Mud pie	[null, Wield, Eat, null, drop]
ITEM	7178	Garden pie	[Eat, null, null, null, drop]
ITEM	7188	Fish pie	[Eat, null, null, null, drop]
ITEM	7208	Wild pie	[Eat, null, null, null, drop]
ITEM	7219	Summer pie	[null, null, null, null, drop]
ITEM	7754	Chef's delight	[Drink, null, null, null, drop]
ITEM	7936	Pure essence	[null, null, Chisel, null, drop]
ITEM	7937	Pure essence	[null, null, null, null, drop]
ITEM	7939	Tortoise shell	[null, null, null, null, drop]
ITEM	8244	Chef's delight	[null, null, null, null, drop]
ITEM	8431	Bagged plant 1	[null, null, null, null, drop]
ITEM	8526	Chef's delight	[null, null, null, null, drop]
ITEM	8778	Oak plank	[null, null, null, null, drop]
ITEM	8779	Oak plank	[null, null, null, null, drop]
ITEM	9193	Dragonstone bolt tips	[Tip, null, null, null, drop]
ITEM	9194	Onyx bolt tips	[Tip, null, null, null, drop]
