199	Grimy guam	[Clean, null, null, null, drop]
229	Vial	[null, null, null, null, drop]
237	Unicorn horn	[Grind, null, null, null, drop]
249	Clean guam	[null, null, null, Grind, drop]
311	Harpoon	[null, null, null, Add to tool belt, drop]
383	Raw shark	[null, null, null, null, drop]
436	Copper ore	[null, null, null, null, drop]
438	Tin ore	[null, null, null, null, drop]
440	Iron ore	[null, null, null, null, drop]
447	Mithril ore	[null, null, null, null, drop]
449	Adamantite ore	[null, null, null, null, drop]
451	Runite ore	[null, null, null, null, drop]
453	Coal	[null, null, null, null, drop]
555	Water rune	[null, null, null, null, drop]
564	Cosmic rune	[null, null, null, null, drop]
567	Unpowered orb	[null, null, null, null, drop]
571	Water orb	[Add to battlestaff, null, null, null, drop]
577	Wizard robe top	[null, Wear, null, null, drop]
579	Wizard hat	[null, Wear, null, null, drop]
590	Tinderbox	[null, null, null, Add to tool belt, drop]
954	Rope	[null, null, null, null, drop]
995	Coins	[Add to pouch, Add X to pouch, null, null, drop]
1011	Wizard robe skirt	[null, Wear, null, null, drop]
1059	Leather gloves	[null, Wear, null, null, drop]
1061	Leather boots	[null, Wear, null, null, drop]
1063	Leather vambraces	[null, Wear, null, null, drop]
1065	Green dragonhide vambraces	[null, Wear, null, null, drop]
1095	Leather chaps	[null, Wear, null, null, drop]
1099	Green dragonhide chaps	[null, Wear, null, null, drop]
1115	Iron platebody	[null, Wear, null, null, drop]
1119	Steel platebody	[Convert, null, null, null, drop]
1129	Leather body	[null, Wear, null, null, drop]
1135	Green dragonhide body	[null, Wear, null, null, drop]
1167	Leather cowl	[null, Wear, null, null, drop]
1169	Studded leather coif	[null, Wear, null, null, drop]
1438	Air talisman	[null, null, null, Locate, drop]
1440	Earth talisman	[null, null, null, Locate, drop]
1442	Fire talisman	[null, null, null, Locate, drop]
1444	Water talisman	[null, null, null, Locate, drop]
1519	Willow logs	[Craft, Light, null, null, drop]
1521	Oak logs	[Craft, Light, null, null, drop]
1592	Ring mould	[null, null, null, Add to tool belt, drop]
1594	Unholy mould	[null, null, null, Add to tool belt, drop]
1595	Amulet mould	[null, null, null, Add to tool belt, drop]
1597	Necklace mould	[null, null, null, Add to tool belt, drop]
1599	Holy mould	[null, null, null, Add to tool belt, drop]
1601	Diamond	[Craft, null, null, null, drop]
1603	Ruby	[Craft, null, null, null, drop]
1605	Emerald	[Craft, null, null, null, drop]
1607	Sapphire	[Craft, null, null, null, drop]
1615	Dragonstone	[Craft, Grind, null, null, drop]
1635	Gold ring	[null, Wear, null, null, drop]
1637	Sapphire ring	[null, Wear, null, null, drop]
1639	Emerald ring	[null, Wear, null, null, drop]
1641	Ruby ring	[null, Wear, null, null, drop]
1643	Diamond ring	[null, Wear, null, null, drop]
1645	Dragonstone ring	[null, Wear, null, null, drop]
1654	Gold necklace	[null, Wear, null, null, drop]
1656	Sapphire necklace	[null, Wear, null, null, drop]
1658	Emerald necklace	[null, Wear, null, null, drop]
1660	Ruby necklace	[null, Wear, null, null, drop]
1662	Diamond necklace	[null, Wear, null, null, drop]
1664	Dragonstone necklace	[null, Wear, null, null, drop]
1673	Gold amulet	[null, null, null, null, drop]
1675	Sapphire amulet	[null, null, null, null, drop]
1677	Emerald amulet	[null, null, null, null, drop]
1679	Ruby amulet	[null, null, null, null, drop]
1681	Diamond amulet	[null, null, null, null, drop]
1683	Dragonstone amulet	[null, null, null, null, drop]
1714	Unstrung symbol	[null, null, null, null, drop]
1720	Unstrung emblem	[null, null, null, null, drop]
1733	Needle	[null, null, null, Add to tool belt, drop]
1734	Thread	[null, null, null, null, drop]
1737	Wool	[null, null, null, null, drop]
1739	Cowhide	[null, null, null, null, drop]
1741	Leather	[Craft, null, null, null, drop]
1745	Green dragon leather	[Craft, null, null, null, drop]
1747	Black dragonhide	[null, null, null, null, drop]
1749	Red dragonhide	[null, null, null, null, drop]
1751	Blue dragonhide	[null, null, null, null, drop]
1753	Green dragonhide	[null, null, null, null, drop]
1759	Ball of wool	[null, null, null, null, drop]
1761	Soft clay	[Mould, null, null, null, drop]
1775	Molten glass	[Craft, null, null, null, drop]
1777	Bowstring	[String, null, null, null, drop]
1779	Flax	[null, null, null, null, drop]
1781	Soda ash	[null, null, null, null, drop]
1783	Bucket of sand	[null, null, null, Empty, drop]
1785	Glassblowing pipe	[null, null, null, Add to tool belt, drop]
1787	Pot (unfired)	[null, null, null, null, drop]
1789	Pie dish (unfired)	[null, null, null, null, drop]
1791	Bowl (unfired)	[null, null, null, null, drop]
1859	Raw ugthanki meat	[null, null, null, null, drop]
1919	Beer glass	[null, null, null, null, drop]
1923	Bowl	[null, null, null, null, drop]
1925	Bucket	[null, null, null, null, drop]
1931	Empty pot	[null, null, null, null, drop]
1933	Pot of flour	[null, null, null, Empty, drop]
1935	Jug	[null, null, null, null, drop]
1937	Jug of water	[null, null, null, Empty, drop]
1963	Banana	[Eat, null, Slice, null, drop]
2132	Raw beef	[null, null, null, null, drop]
2134	Raw rat meat	[null, null, null, null, drop]
2136	Raw bear meat	[null, null, null, null, drop]
2138	Raw chicken	[null, null, null, null, drop]
2150	Swamp toad	[Remove-legs, null, null, null, drop]
2313	Pie dish	[null, null, null, null, drop]
2347	Hammer	[null, null, null, Add to tool belt, drop]
2349	Bronze bar	[null, null, null, null, drop]
2351	Iron bar	[null, null, null, null, drop]
2353	Steel bar	[null, null, null, null, drop]
2355	Silver bar	[null, null, null, null, drop]
2357	Gold bar	[null, null, null, null, drop]
2359	Mithril bar	[null, null, null, null, drop]
2361	Adamant bar	[null, null, null, null, drop]
2363	Rune bar	[null, null, null, null, drop]
2370	Steel studs	[null, null, null, null, drop]
2460	Flowers	[null, Wield, null, null, drop]
2462	Red flowers	[null, Wield, null, null, drop]
2464	Blue flowers	[null, Wield, null, null, drop]
2466	Yellow flowers	[null, Wield, null, null, drop]
2468	Purple flowers	[null, Wield, null, null, drop]
2470	Orange flowers	[null, Wield, null, null, drop]
2472	Flowers	[null, Wield, null, null, drop]
2487	Blue dragonhide vambraces	[null, Wear, null, null, drop]
2489	Red dragonhide vambraces	[null, Wear, null, null, drop]
2491	Black dragonhide vambraces	[null, Wear, null, null, drop]
