39	Bronze arrowheads	[Tip, null, null, null, drop]
40	Iron arrowheads	[Tip, null, null, null, drop]
41	Steel arrowheads	[Tip, null, null, null, drop]
42	Mithril arrowheads	[Tip, null, null, null, drop]
43	Adamant arrowheads	[Tip, null, null, null, drop]
44	Rune arrowheads	[Tip, null, null, null, drop]
45	Opal bolt tips	[Tip, null, null, null, drop]
46	Pearl bolt tips	[Tip, null, null, null, drop]
47	Barbed bolt tips	[Tip, null, null, null, drop]
48	Longbow (unstrung)	[String, null, null, null, drop]
50	Shortbow (unstrung)	[String, null, null, null, drop]
52	Shaft	[Feather, null, null, null, drop]
53	Headless shaft	[Tip, null, null, null, drop]
54	Oak shortbow (unstrung)	[String, null, null, null, drop]
56	Oak longbow (unstrung)	[String, null, null, null, drop]
58	Willow longbow (unstrung)	[String, null, null, null, drop]
60	Willow shortbow (unstrung)	[String, null, null, null, drop]
62	Maple longbow (unstrung)	[String, null, null, null, drop]
64	Maple shortbow (unstrung)	[String, null, null, null, drop]
66	Yew longbow (unstrung)	[String, null, null, null, drop]
68	Yew shortbow (unstrung)	[String, null, null, null, drop]
70	Magic longbow (unstrung)	[String, null, null, null, drop]
72	Magic shortbow (unstrung)	[String, null, null, null, drop]
91	Guam potion (unfinished)	[Mix, null, null, Empty, drop]
93	Marrentill potion (unfinished)	[Mix, null, null, Empty, drop]
95	Tarromin potion (unfinished)	[Mix, null, null, Empty, drop]
97	Harralander potion (unfinished)	[Mix, null, null, Empty, drop]
99	Ranarr potion (unfinished)	[Mix, null, null, Empty, drop]
101	Irit potion (unfinished)	[Mix, null, null, Empty, drop]
103	Avantoe potion (unfinished)	[Mix, null, null, Empty, drop]
105	Kwuarm potion (unfinished)	[Mix, null, null, Empty, drop]
107	Cadantine potion (unfinished)	[Mix, null, null, Empty, drop]
109	Dwarf weed potion (unfinished)	[Mix, null, null, Empty, drop]
111	Torstol potion (unfinished)	[Mix, null, null, Empty, drop]
115	Strength potion (3)	[Drink, null, null, Empty, drop]
121	Attack potion (3)	[Drink, null, null, Empty, drop]
127	Restore potion (3)	[Drink, null, null, Empty, drop]
133	Defence potion (3)	[Drink, null, null, Empty, drop]
139	Prayer potion (3)	[Drink, null, null, Empty, drop]
141	Prayer potion (2)	[Drink, null, null, Empty, drop]
143	Prayer potion (1)	[Drink, null, null, Empty, drop]
145	Super attack (3)	[Drink, null, null, Empty, drop]
147	Super attack (2)	[Drink, null, null, Empty, drop]
149	Super attack (1)	[Drink, null, null, Empty, drop]
151	Fishing potion (3)	[Drink, null, null, Empty, drop]
157	Super strength (3)	[Drink, null, null, Empty, drop]
159	Super strength (2)	[Drink, null, null, Empty, drop]
161	Super strength (1)	[Drink, null, null, Empty, drop]
163	Super defence (3)	[Drink, null, null, Empty, drop]
165	Super defence (2)	[Drink, null, null, Empty, drop]
167	Super defence (1)	[Drink, null, null, Empty, drop]
169	Super ranging potion (3)	[Drink, null, null, Empty, drop]
171	Super ranging potion (2)	[Drink, null, null, Empty, drop]
173	Super ranging potion (1)	[Drink, null, null, Empty, drop]
175	Antipoison (3)	[Drink, null, null, Empty, drop]
181	Super antipoison (3)	[Drink, null, null, Empty, drop]
187	Weapon poison (3)	[Apply, null, null, Empty, drop]
189	Zamorak brew (3)	[Drink, null, null, Empty, drop]
199	Grimy guam	[Clean, null, null, null, drop]
201	Grimy marrentill	[Clean, null, null, null, drop]
203	Grimy tarromin	[Clean, null, null, null, drop]
205	Grimy harralander	[Clean, null, null, null, drop]
207	Grimy ranarr	[Clean, null, null, null, drop]
209	Grimy irit	[Clean, null, null, null, drop]
211	Grimy avantoe	[Clean, null, null, null, drop]
213	Grimy kwuarm	[Clean, null, null, null, drop]
215	Grimy cadantine	[Clean, null, null, null, drop]
217	Grimy dwarf weed	[Clean, null, null, null, drop]
219	Grimy torstol	[Clean, null, null, null, drop]
221	Eye of newt	[null, null, null, null, drop]
223	Red spiders' eggs	[null, null, null, null, drop]
225	Limpwurt root	[null, null, null, null, drop]
227	Vial of water	[Make, null, null, Empty, drop]
231	Snape grass	[null, null, null, null, drop]
233	Pestle and mortar	[null, null, null, Add to tool belt, drop]
235	Unicorn horn dust	[null, null, null, null, drop]
237	Unicorn horn	[Grind, null, null, null, drop]
239	White berries	[null, null, null, null, drop]
241	Dragon scale dust	[null, null, null, null, drop]
243	Blue dragon scale	[Grind, null, null, null, drop]
245	Wine of Zamorak	[null, null, null, null, drop]
247	Jangerberries	[null, null, null, Eat, drop]
249	Clean guam	[null, null, null, Grind, drop]
251	Clean marrentill	[null, null, null, null, drop]
253	Clean tarromin	[null, null, null, null, drop]
255	Clean harralander	[null, null, null, null, drop]
257	Clean ranarr	[null, null, null, null, drop]
259	Clean irit	[null, null, null, null, drop]
261	Clean avantoe	[null, null, null, null, drop]
263	Clean kwuarm	[null, null, null, null, drop]
265	Clean cadantine	[null, null, null, null, drop]
267	Clean dwarf weed	[null, null, null, null, drop]
269	Clean torstol	[null, null, null, null, drop]
313	Fishing bait	[null, null, null, Grind, drop]
314	Feather	[null, null, null, null, drop]
592	Ashes	[null, null, null, Grind, drop]
704	Ground charcoal	[null, null, null, null, drop]
806	Bronze dart	[null, Wield, null, null, drop]
807	Iron dart	[null, Wield, null, null, drop]
808	Steel dart	[null, Wield, null, null, drop]
809	Mithril dart	[null, Wield, null, null, drop]
810	Adamant dart	[null, Wield, null, null, drop]
811	Rune dart	[null, Wield, null, null, drop]
819	Bronze dart tip	[Feather, null, null, null, drop]
820	Iron dart tip	[Feather, null, null, null, drop]
821	Steel dart tip	[Feather, null, null, null, drop]
822	Mithril dart tip	[Feather, null, null, null, drop]
823	Adamant dart tip	[Feather, null, null, null, drop]
824	Rune dart tip	[Feather, null, null, null, drop]
839	Longbow	[null, Wield, null, null, drop]
841	Shortbow	[null, Wield, null, null, drop]
843	Oak shortbow	[null, Wield, null, null, drop]
845	Oak longbow	[null, Wield, null, null, drop]
847	Willow longbow	[null, Wield, null, null, drop]
849	Willow shortbow	[null, Wield, null, null, drop]
851	Maple longbow	[null, Wield, null, null, drop]
853	Maple shortbow	[null, Wield, null, null, drop]
855	Yew longbow	[null, Wield, null, null, drop]
857	Yew shortbow	[null, Wield, null, null, drop]
859	Magic longbow	[null, Wield, null, null, drop]
861	Magic shortbow	[null, Wield, null, null, drop]
877	Bronze bolts	[null, Wield, null, null, drop]
879	Opal bolts	[null, Wield, null, null, drop]
880	Pearl bolts	[null, Wield, null, null, drop]
881	Barbed bolts	[null, Wield, null, null, drop]
882	Bronze arrow	[null, Wield, null, null, drop]
884	Iron arrow	[null, Wield, null, null, drop]
886	Steel arrow	[null, Wield, null, null, drop]
888	Mithril arrow	[null, Wield, null, null, drop]
890	Adamant arrow	[null, Wield, null, null, drop]
892	Rune arrow	[null, Wield, null, null, drop]
946	Knife	[null, null, null, Add to tool belt, drop]
948	Bear fur	[null, null, null, null, drop]
973	Charcoal	[null, null, null, Grind, drop]
1470	Red bead	[null, null, null, null, drop]
1472	Yellow bead	[null, null, null, null, drop]
1474	Black bead	[null, null, null, null, drop]
1476	White bead	[null, null, null, null, drop]
1511	Logs	[Craft, Light, null, null, drop]
1513	Magic logs	[Craft, Light, null, null, drop]
1515	Yew logs	[Craft, Light, null, null, drop]
1517	Maple logs	[Craft, Light, null, null, drop]
1519	Willow logs	[Craft, Light, null, null, drop]
1521	Oak logs	[Craft, Light, null, null, drop]
1581	Blamish snail slime	[null, null, null, null, drop]
1582	Blamish oil	[Drink, null, null, null, drop]
1601	Diamond	[Craft, null, null, null, drop]
1603	Ruby	[Craft, null, null, null, drop]
1605	Emerald	[Craft, null, null, null, drop]
1607	Sapphire	[Craft, null, null, null, drop]
1609	Opal	[Craft, null, null, null, drop]
1611	Jade	[Craft, null, null, null, drop]
1613	Red topaz	[Craft, null, null, null, drop]
1615	Dragonstone	[Craft, Grind, null, null, drop]
1617	Uncut diamond	[Craft, null, null, null, drop]
1619	Uncut ruby	[Craft, null, null, null, drop]
1621	Uncut emerald	[Craft, null, null, null, drop]
1623	Uncut sapphire	[Craft, null, null, null, drop]
1625	Uncut opal	[Craft, null, null, null, drop]
1627	Uncut jade	[Craft, null, null, null, drop]
1629	Uncut red topaz	[Craft, null, null, null, drop]
1631	Uncut dragonstone	[Craft, null, null, null, drop]
1755	Chisel	[null, null, null, Add to tool belt, drop]
1777	Bowstring	[String, null, null, null, drop]
1871	Chopped onion	[Eat, null, null, null, drop]
1951	Redberries	[null, null, null, null, drop]
1973	Chocolate bar	[Eat, null, null, Powder, drop]
1975	Chocolate dust	[null, null, null, null, drop]
2152	Toad's legs	[null, null, null, Eat, drop]
2398	Cave nightshade	[null, null, null, Eat, drop]
2434	Prayer potion (4)	[Drink, null, null, Empty, drop]
