# Exact950 concrete NPC options; score prioritises useful interactions, curated boss identity then attack.
18806	0
18906	0
18908	0
21280	0
21288	0
21307	0
21315	0
21322	0
24577	0
24578	0
24581	0
24586	0
26749	0
19447	0
19938	0
19947	0
19989	0
20012	0
20062	0
20063	0
19977	0
20025	0
20043	0
18350	0
19339	0
19962	0
20027	0
20076	0
19940	0
19991	0
20080	0
19829	0
19830	0
19952	0
19961	0
19978	0
20022	0
20028	0
20034	0
20053	0
20090	0
20094	0
19981	0
19997	0
18577	0
18588	0
21269	0
18583	0
18584	0
17547	0
19932	0
20020	0
20095	0
21275	0
19959	0
19980	0
20031	0
20035	0
20046	0
20071	0
18901	0
21293	0
21294	0
21317	0
17750	0
18905	0
18898	0
18900	0
18909	0
18899	0
18897	0
18907	0
21248	0
21613	0
17940	0
17958	0
17966	0
19337	0
19345	0
22765	0
17856	0
17858	0
23745	0
21253	0
17814	0
17747	0
17817	0
17930	0
17623	0
17916	0
21313	0
17823	0
17824	0
17825	0
17830	0
17904	0
17908	0
20406	0
20414	0
19928	0
20006	0
20061	0
21573	0
21601	0
21609	0
21290	0
21305	0
17879	0
17883	0
17881	0
17837	0
17855	0
17867	0
23746	0
17702	0
17726	0
17920	0
17917	0
17919	0
17921	0
17923	0
17924	0
21285	0
17765	0
19835	0
19946	0
19976	0
19987	0
20018	0
21268	0
21578	0
21603	0
21608	0
23744	0
18352	0
19451	0
19453	0
17903	0
17912	0
17980	0
18581	0
17896	0
21249	0
19948	0
20013	0
20056	0
21255	0
17777	0
21267	0
19936	0
19995	0
20069	0
19971	0
20015	0
20089	0
19934	0
19935	0
19942	0
19955	0
19958	0
19966	0
19968	0
19973	0
19984	0
19993	0
19998	0
20008	0
20011	0
20016	0
20021	0
20037	0
20039	0
20041	0
20048	0
20049	0
20052	0
20054	0
20057	0
20065	0
20077	0
20092	0
19929	0
19941	0
19949	0
19957	0
19985	0
19994	0
19996	0
20000	0
20042	0
20067	0
20072	0
20085	0
17729	0
17746	0
17842	0
17870	0
17878	0
19930	0
20029	0
20086	0
18348	0
18331	0
18334	0
18337	0
18339	0
18340	0
18344	0
18345	0
18351	0
18325	0
18322	0
17848	0
17861	0
17663	0
17749	0
17757	0
17771	0
21261	0
21265	0
21279	0
21286	0
21291	0
17752	0
17755	0
17947	0
17948	0
17949	0
17959	0
17960	0
17962	0
17963	0
17965	0
24584	0
18417	0
19449	0
19444	0
19448	0
24582	0
17762	0
17849	0
17872	0
17753	0
17665	0
17672	0
17695	0
17725	0
17760	0
17779	0
17756	0
17853	0
17671	0
17754	0
17891	0
21264	0
21272	0
17674	0
17735	0
17744	0
17766	0
21260	0
21277	0
21282	0
21284	0
21300	0
21302	0
19346	0
17866	0
17882	0
17900	0
21281	0
17933	0
17935	0
17941	0
17946	0
17844	0
17871	0
17876	0
22270	0
22278	0
22763	0
17639	0
17657	0
17713	0
17899	0
17841	0
17843	0
17863	0
17873	0
17884	0
17886	0
17852	0
17864	0
17875	0
18333	0
18353	0
18411	0
18414	0
18416	0
18418	0
18419	0
17890	0
17892	0
17894	0
17898	0
17901	0
17895	0
17992	0
17993	0
17996	0
17999	0
18002	0
18005	0
18007	0
19845	0
19931	0
19933	0
20019	0
20030	0
20044	0
20059	0
20070	0
20074	0
20081	0
21259	0
19837	0
19964	0
20033	0
20073	0
19967	0
20004	0
20084	0
19944	0
20014	0
20075	0
19956	0
20009	0
20055	0
17736	0
21572	0
21595	0
21607	0
20752	0
23751	0
21301	0
17738	0
17742	0
17850	0
17865	0
17880	0
24589	0
17889	0
21271	0
21252	0
17798	0
17800	0
17801	0
21278	0
24579	0
20761	0
23753	0
19836	0
19848	0
19849	0
19953	0
19982	0
20001	0
20010	0
20060	0
20064	0
17906	0
17910	0
17907	0
17911	0
17670	0
17731	0
17732	0
17745	0
21292	0
21298	0
21295	0
21296	0
18578	0
18585	0
19514	0
22755	0
19951	0
19970	0
20007	0
20023	0
20050	0
20079	0
17620	0
17769	0
17808	0
17815	0
17827	0
17922	0
17931	0
19515	0
20758	0
20759	0
23754	0
19974	0
19992	0
20082	0
19341	0
17818	0
17927	0
19446	0
19851	0
19983	0
19988	0
20040	0
22272	0
22275	0
17743	0
21276	0
20751	0
21266	0
17847	0
17874	0
21247	0
17854	0
17860	0
17885	0
22757	0
17832	0
23750	0
18321	0
19445	0
19452	0
20410	0
20412	0
18408	0
19450	0
19972	0
20017	0
20066	0
21574	0
21599	0
21614	0
21577	0
21596	0
21617	0
17813	0
17926	0
21579	0
21605	0
21615	0
19954	0
20003	0
20058	0
21569	0
21594	0
21616	0
24587	0
21262	0
17928	0
20215	10
22762	0
19943	0
20032	0
20091	0
21568	0
21604	0
21610	0
19979	0
20024	0
20068	0
21576	0
21597	0
21618	0
20757	0
19950	0
20005	0
20045	0
21580	0
21606	0
21619	0
19342	0
17678	0
17694	0
17721	0
17733	0
22764	0
17902	0
17991	0
18010	0
22758	0
17829	0
19965	0
19986	0
20093	0
24583	0
24590	0
24580	0
24576	0
24588	0
17819	0
17820	0
18225	0
18234	0
20755	0
17638	0
17651	0
17661	0
17691	0
17699	0
17706	0
17724	0
17730	0
18574	0
18587	0
17619	0
17621	0
17622	0
17626	0
17627	0
17636	0
17641	0
17647	0
17648	0
17649	0
17654	0
17655	0
17667	0
17675	0
17682	0
17683	0
17690	0
17692	0
17696	0
17700	0
17701	0
17703	0
17708	0
17710	0
17716	0
17718	0
17722	0
17723	0
17727	0
18335	0
18343	0
17944	0
17945	0
17897	0
19340	0
17857	0
17859	0
21274	0
20749	0
22271	0
22276	0
17973	0
18229	0
18244	0
18338	0
18412	0
18902	0
18903	0
18904	0
19429	0
17763	0
21256	0
17893	0
17640	0
17644	0
17659	0
17669	0
17687	0
17704	0
17712	0
17719	0
17778	0
17816	0
17918	0
17925	0
17698	0
17717	0
17751	0
21257	0
17643	0
17656	0
17707	0
18336	0
17834	0
17676	0
17748	0
17773	0
17774	0
20407	0
20411	0
21287	0
17543	0
17803	0
17822	0
17839	0
17877	0
17982	0
19423	0
20409	0
20413	0
20753	0
21251	0
21270	0
21311	0
21575	0
21602	0
21611	0
22269	0
22274	0
22759	0
23749	0
23877	0
24575	0
25314	0
17979	0
17981	0
17983	0
17994	0
17995	0
17997	0
18000	0
18001	0
18003	0
18004	0
18006	0
18008	0
18009	0
18011	0
18013	0
17776	0
17929	0
19343	0
17805	0
17809	0
17835	0
17938	0
17953	0
21242	0
25313	0
17905	0
17909	0
19844	0
19969	0
19990	0
20051	0
18330	0
21246	0
17851	0
17967	0
17971	0
18221	0
18247	0
18226	0
18246	0
18224	0
18235	0
18213	0
18220	0
18231	0
18232	0
18223	0
18237	0
18218	0
18249	0
18217	0
18238	0
17984	0
18012	0
21570	0
21571	0
21598	0
21600	0
21612	0
17764	0
17768	0
19338	0
25315	0
17952	0
17939	0
17943	0
17955	0
17961	0
17951	0
17810	0
17811	0
17812	0
17833	0
17838	0
20754	0
22756	0
22760	0
23878	0
17637	0
17646	0
17650	0
17652	0
17660	0
17666	0
17679	0
17685	0
17686	0
17689	0
17697	0
17705	0
17709	0
17714	0
17715	0
17737	0
17759	0
17970	0
17978	0
17974	0
17977	0
17972	0
17975	0
17680	0
18332	0
17968	0
21243	0
21245	0
17836	0
19335	0
19344	0
25318	0
17840	0
