# Global safe950 search universe; independent of curated tabs.
27147	0	-1	!( Hide back slot )	9bd9da38669e111c3a9e2de7278729cfa0594ffc7cc0864d9e85629c7896ca76
30041	0	-1	!( Hide feet slot )	70377f07dc04d55e38baf7ce3da55999637b1878cc6dab4287bd2738320baefb
30042	0	-1	!( Hide hands slot )	6e8761e2d83cf519ec050058582768574a5856999b599fd59eb86083bbebc74c
27146	0	-1	!( Hide head slot )	c09a5b59bae88884ea284f9dd61f9b7e430ca5b695a7404c7a9eb61cf3e21d13
30040	0	-1	!( Hide legs slot )	2de30e0d1d8e58871bf712b53811c21890b73c3881facd19d696da023ff3fc50
30038	0	-1	!( Hide neck slot )	c8ba5ebf1bba2d72335b40106b4e0bd7ce3d84c96b629919869b8f0d2d7d2586
30039	0	-1	!( Hide torso slot )	d63e2cf5fe65475b861a4e0e449e16b335524fb430bbdc0515b7a5085244dc1a
35865	0	-1	!( Hide Visual Effects slot )	146d3e84d01671e59e0d27926ffdf7cc4dbcfc73cbedf70669750935ab082afb
24290	0	-1	""	fc8dcf08ab552433ee35c87f01ce3d95b36a247574032ada48c7eb52690675ce
31712	0	3	""	5e12fa18210cfce86efd34eef580532bb4f0015d0fe54707dbe07b7dca328c1c
47674	0	-1	""	112c42206c17d8ddaecd24e1bf301ed1c61e1703eef456dc6687673a171f03ef
49137	0	-1	""	f7370683fd16a5a7ef0b7051ffe9978b5eac3cc2578ff360c3dfa38988da9958
49253	0	3	""	d623e177bfb3c3d48511ae48acdc6fc246d6703d61aace6b9b13b8063b59bf72
43113	0	10	"acolyte of seiryu footwraps"	582c4a05983b49bb1e6452e63b6cb5a11807c1344012583b2853baa89e260364
43111	0	9	"acolyte of seiryu handwraps"	288ebb4bc970b34229a82ee79c07a4879739dd6423e8408e660772e7e988f85a
43105	0	0	"acolyte of seiryu headdress"	2ddc483cab73912371b7cc173eae4a3072d1a8ec6a30ce2589393246e80076fa
43107	0	4	"acolyte of seiryu jacket"	11f3bab4a695589586179d4239755424c668346fb59463e39042d056c4c33c35
43109	0	7	"acolyte of seiryu trousers"	dfeccbcd5796253dc9a943ace65ea6bc73a3fb4abe55d7a396a97abef8a03e63
39473	0	-1	"Balance Elemental engram"	5a5f36f3d6e2f198102d800fe39ff53849c00e01d7d936281d5e6e5e6fc4dd28
39467	0	-1	"Druid engram"	efb57c93358e5176c59cfae31f7249b3b0ef40e8cf78c50c986205945090cce1
39463	0	-1	"Elder Sword engram"	aa7edaac35b7d40a46cdd63f5cb18bcf5f060047f38fa1da3e088fedc757d38f
39464	0	-1	"Fairy engram"	9490a5ee9a65059330e307fdff764e61cd0387e60d3d6e8b6bc90ab3fcf14973
39465	0	-1	"Gnome engram"	c3b1a0d67f8cedac0303956da0936e67c979d48ac80c8d85f1abfa5ce2766622
39472	0	-1	"Guardians of Guthix engram"	6bc4459fb5bbec91f0b9e9b4971de4a61cfec46c1c390500338edc3ddbac0b48
39462	0	-1	"Naragi engram"	77ce19e32813245965a4b1a50b8d033cea860e6e2754ee1779cabeaa9024ea92
43103	0	10	"sakadagami footwraps"	f890e6befc4c36b724b1bb3a087e5002149bb066b30660a9f86d4b1f78259f88
43101	0	9	"sakadagami handwraps"	e8c084422ccc53db981fe001f6033cfae42e1d45653ec819d75fe95c2126fe49
43095	0	0	"sakadagami headdress"	6c976da7e143e9f28c718a55b40161dfc5ea849cebda76b8c3e9a64a9287bf8f
43097	0	4	"sakadagami jacket"	0633bdb9b59c48dc296b5dc054f2b102d5d1c351a9bde5f693bc142fd88cb099
43099	0	7	"sakadagami trousers"	0d8c61d1666f7a0758ca99998f231ed62fdc774cd69f23e326ead868c6011f88
39469	0	-1	"Sheep engram"	cf6b92f1553ea18d97f8b6311e4f87380bbd018b2f5b5c09bc58dfbe44f76fd7
39468	0	-1	"Stone of Jas engram"	bfd8486fd85654cb246f9ba156f31d865fd78427a31ae797e6cf9a31814efad2
39471	0	-1	"Sword of Edicts engram"	423ef84e3d78c9f689f27086cf4cfde01a8d2713ded14bcbf3a3f859daecd091
39470	0	-1	"Time engram"	a871ea271bd0fa09932aff177e794b6d854f77e981ce0a1ac8ef00d953920d63
39466	0	-1	"World Gate engram"	f069e135e678e1e5cde4afe0b40687de822858f2fb307a5ea69cab9e18cb1dcd
57945	0	-1	'Admirable' Title Scroll (Untradeable)	f29d9f43f2029d3286f2876f181b6ff0a81156b165bfb0bd7d559f74acd07ddd
50042	0	-1	'Amor Dente'	55236cc9e057f09bf5d00316dc2403defda05c6799236ecf52147cd3b7814803
50109	0	-1	'Ancient gizmos' blueprint	96780ab58325d750b1b884678066914c2134aa94e3e9dd396f97874a42cba555
50111	0	-1	'Ancient gizmos' blueprint (untradeable)	34cc5a73a6bfd2d7e84bd10633c41602c427fed5a6a3c8563c3a298f47bb373b
50112	0	-1	'Ancient tools' blueprint	b221573070c773ece57a9cfacc25d19f1db38d60af136b30faaf6caa7de7c106
50114	0	-1	'Ancient tools' blueprint (untradeable)	449ee60f7eda8e4883a4028add997042ac2ca72bac135459c31d0c2cab5e7c0b
49914	0	-1	'Animate Dead' spell scroll	11ddaa06197458ea41a7050b089b5df0f45494cc8052e02d40d4cbdb19f29f8d
49913	0	-1	'Animate Dead' spell scroll (damaged)	d678154942ac5888a8e68861187ca77a2e9064bf7b2f7fd6c0452c4ce7bc6f9b
51218	0	-1	'Animate Dead' spell scroll (loaned)	ff66f1edbd9a870e9de6d28b0c46caa9751343fd0f87412b0843299df9ae95df
54137	0	-1	'Aurora' title scroll	67ea75d9ec034088c4d30010bdbf3f7e5521e8f3ac872351cb46b4736939d3da
56183	0	-1	'Calendar Boy/Girl' title	867e21e055c2840fbc6bbf4d7709b67785c9363cef5564419e4f0da6c5603594
57009	0	-1	'Charm plate'	ee752a43a21c9d3773b4acb0456a9b93b9a33dfa841412f7a1c25c059f9a19cf
42609	1	-1	'Chipped' Ardougne teleport	4ecc8339c76c7908f6d3d35d63cc3b1fab3be9aa97dd2d0dc0c50addd36fd3bd
42608	1	-1	'Chipped' Camelot teleport	45d7e4aaea8c8e5e2e8390d16a2b35d6af03754d1895fbd624a60571651f7fd8
42607	1	-1	'Chipped' Falador teleport	b2512a428a38140b4c88337430ce2aff616fda8983d6855541b01748f74f599e
42606	1	-1	'Chipped' Lumbridge teleport	c3186832b6cd08ca8092c0cf45daf076e6418f04d7bdce11a8e12921a8499182
42605	1	-1	'Chipped' Varrock teleport	6473d5eac92904bd7a972c8b62468bb27404f3b5e9cfa3bdcd14435209355404
42610	1	-1	'Chipped' Watchtower teleport	9dfef64d2fde9ad7763d18622e74c1fe0d60c0e833dbd00a0fdad25515e9d19d
49888	0	-1	'Consensus ad Idem' painting	3ee1bdceb8721c62d1e72fba7e36ccb74f0fcdc2388fb702a2e87b9a33328931
49887	0	-1	'Consensus ad Idem' painting (damaged)	31e1ac8eaa17838a3f8f4d499c12155b004c5a94fb7d3bfc5970eea1859a4d0c
56182	0	-1	'Cosy' Title Scroll	ef24aa08c673b9f0e197d4c7b02ed6edf53234c6253f24fab61e06978e550c7b
49727	0	-1	'Da Boss Man' sculpture	ef2cf2e35273f88b1b7b65eb3d4821902573fae04b0f772ad9f639eb4bc18148
49726	0	-1	'Da Boss Man' sculpture (damaged)	76d65ce4a38bd02af2107b39e1c026f9518b1bf66f7fd367444b9bee6f8a565d
49998	0	-1	'Dawnward Bound'	6c4591090233dd3fcc6a8a1331be363817ebf83718eef7aa019622cb1c0c029d
52959	0	-1	'Diamond' title scroll	1621eb4d42358ed280a959e390172839e48728e3758435f442da4e33ea8bd101
49832	0	-1	'Disorder' painting	26b63e3bbfc0d06b4a4e5fc2ad5556986eb95450aeddf762b51e9d5aca58dda5
49831	0	-1	'Disorder' painting (damaged)	9a58b5d915b2ad104f481fa22484b4b0e9e0a340a9ec755dd974b918c7f31d8c
50041	0	-1	'Doctrinas Cupidate'	afd6eb1de084e04796da4cc1f0a431e371a89150aeec13a3fefde3b17afefdc5
58581	0	-1	'Dragonstone' title scroll	0d364772d3dfece55c12c6ab63fff6085345451660f1f2b7c8a06b0a6937ff07
53612	0	-1	'Emerald' title scroll	69862cc7ef7c2be8ddee2bfb15d0f5564cdddebd8ab4b904a25d97edb75ff1fc
54932	0	-1	'Ensouled' title scroll	bfda25c2c7ad8f0f8a5a91b1e4331ed5316eff9cfc985aa2399b0e02b2fe98d7
49916	0	-1	'Exsanguinate' spell scroll	2550600542bbdf244b946736df555a2214e12436458b9ca587c40ba6869d479b
49915	0	-1	'Exsanguinate' spell scroll (damaged)	750a909236e768f1bfcdf263d03603441aa82e63439662d140cd8c7306bd6b96
51219	0	-1	'Exsanguinate' spell scroll (loaned)	493d0d280e56cbe1ad0e350e6e137f1ef527dcc966c36e6c7d1d7c171117e638
56180	0	-1	'Festive' Title Scroll	13b015583ec20dc7adb7ccaa923b97674702843ffa1d35f7d6a3b1bd59cdebd5
39712	0	-1	'fishvention' rod	81df60837004b4e358da763b2d63c01f68d37a72177744df874c083d543a5481
49729	0	-1	'Forged in War' sculpture	09d4f11bc8776baa63ef1831c75020c8dd8c80720083ca679dc8d4eeb5a6f7a2
49728	0	-1	'Forged in War' sculpture (damaged)	595d248a2222ac89a571a731702efd9c5e28178bab2a8db52d42b7134810f24f
54930	0	-1	'Forgotten' title scroll	63629be5246d6cad321e492ac7090a9eac7f5c368dd2f2e943effa7b220a13dd
56988	0	-1	'Friendship bracelet'	69c18bc8c60f7bf9f56070dac1918f029befecdefb97fb1a663421bf4d1a09a0
56987	0	-1	'Friendship bracelet' (damaged)	dad76df8b3bbad08c8db4bc01cd20999cbabb438583fac01641341bd012649bb
56181	0	-1	'Frosty' Title Scroll	552f163d1cd1c7b085d40d97c0e1ab84ae21222265f0c307a3577003dd887b7b
49778	0	-1	'Frying pan'	45084e6a64f31739d16af1e8674c440fbd261e678df2518fedd7d061e550dec9
49777	0	-1	'Frying pan' (damaged)	f646b83b7e2e6e8f912e78930f14c515a1dabcd0aac03ed5df0c5bf225c4d553
60001	0	-1	'Gift-wrapped' Title Scroll (Untradeable)	2f275641ee465bd101269e28bc0bf337e34bed1970c9361c53df86ed971300e4
49796	0	-1	'Hallowed Be the Everlight' painting	fadc2fb768ffb9090ec0716e1b6c26f775c748af0ac561e171887ae6227015a3
49795	0	-1	'Hallowed Be the Everlight' painting (damaged)	ca4a657c1094d2fe0f306efbae99e0edf28b31ab1e6ca14886f655ea8668dfec
44581	0	-1	'How to be a Witch'	1c2126681a59b33d321f3a6d3b620c094916a2744ec59a81668f3fbad399b079
58585	0	-1	'Hydrix' title scroll	93011017b5c4e8becb74deed1a4414570f1de52c6a8f6c80a1e0c2b87db0751e
57946	0	-1	'Impish' Title Scroll (Untradeable)	686bc67e5782cfbbcc5947cab9bb329a482868ed2d2a98b3fed99791dc0fcb40
49918	0	-1	'Incite Fear' spell scroll	2a52fd1828cdac8074117c1f98b5cff1bd04c5307e8f2bb655cfa97c7ac18f82
49917	0	-1	'Incite Fear' spell scroll (damaged)	8ab96cf35d43e4f93fdf397da5c82e67a951d627775f4c7b62973755f1e968c4
51220	0	-1	'Incite Fear' spell scroll (loaned)	fedd0c44954f636bdcbb09737b1f1a3c293bcb1d3140b12450409ae40965aee3
49840	0	-1	'Lust' metal sculpture	d651b298f4ddf26b7f23278d4d93331eac2d38b05acc0e4733220be11d31baf5
49839	0	-1	'Lust' metal sculpture (damaged)	2c98ba74d101bb8e892bf6c858e6fd57d65f268dea58a26cdddd7b956ec688c7
50043	0	-1	'Malum Infernale'	a8750b2a9f8fd59a960be6a424fdfd7bd42beb036a09ef9126e31da50ea518a8
54135	0	-1	'Naughty' title scroll	a183b297a8472503ad8e8e22e387cf3b50e164e54ad2131a12d4d9e14c19431e
54136	0	-1	'Nice' title scroll	f9dd9d27fcf9479ce49e05571db5d7706cf52325f53fbfe21a8dbeef843ec074
55215	0	-1	'No Gums' Murray's trumpet	a7353d0d7916157d43a5705283739d8de0511461e8e078baaf2f9115e4c52bff
49731	0	-1	'Nosorog!' sculpture	343f5b7dc74a7e821f68c7e7f81d13badc75488e64b51221b9fb31acaffb5234
49730	0	-1	'Nosorog!' sculpture (damaged)	d404b7270cf9e8688aab690b54d95cdabba1ccb51ba24107541c2d5ac68f5d79
55976	0	-1	'o'-lantern' title scroll	036d3a3f2042078d56c81088ca6e8776da77e13215bbc99207b395f0c31e25e8
