# Generated by tools/build_gameval_lookup_950.py; do not edit. Source OpenRS2 2670 (949); target 2691 (950.1).
# Read-only lookup, not a runtime binding API. Evidence and live hash validation are mandatory.
component	517:9	bank:active_inv_highlight	3	517	-1	52a9ba405049ffcb4f1430a9c55ca2f6e2737050107a7fe17e70296d97b7e791	Whole interface group identical to 949 source	15be4d3bd9999c65fae9e110059d996fd9bdcf51e54d4b777c525b59e3f19915
component	517:0	bank:all	3	517	-1	52a9ba405049ffcb4f1430a9c55ca2f6e2737050107a7fe17e70296d97b7e791	Whole interface group identical to 949 source	15be4d3bd9999c65fae9e110059d996fd9bdcf51e54d4b777c525b59e3f19915
component	517:166	bank:all_tab_btn	3	517	-1	52a9ba405049ffcb4f1430a9c55ca2f6e2737050107a7fe17e70296d97b7e791	Whole interface group identical to 949 source	15be4d3bd9999c65fae9e110059d996fd9bdcf51e54d4b777c525b59e3f19915
component	517:167	bank:all_tab_icon	3	517	-1	52a9ba405049ffcb4f1430a9c55ca2f6e2737050107a7fe17e70296d97b7e791	Whole interface group identical to 949 source	15be4d3bd9999c65fae9e110059d996fd9bdcf51e54d4b777c525b59e3f19915
component	517:1	bank:background_layer	3	517	-1	52a9ba405049ffcb4f1430a9c55ca2f6e2737050107a7fe17e70296d97b7e791	Whole interface group identical to 949 source	15be4d3bd9999c65fae9e110059d996fd9bdcf51e54d4b777c525b59e3f19915
component	517:45	bank:bank_bob_button	3	517	-1	52a9ba405049ffcb4f1430a9c55ca2f6e2737050107a7fe17e70296d97b7e791	Whole interface group identical to 949 source	15be4d3bd9999c65fae9e110059d996fd9bdcf51e54d4b777c525b59e3f19915
component	517:44	bank:bank_bob_button_layer	3	517	-1	52a9ba405049ffcb4f1430a9c55ca2f6e2737050107a7fe17e70296d97b7e791	Whole interface group identical to 949 source	15be4d3bd9999c65fae9e110059d996fd9bdcf51e54d4b777c525b59e3f19915
component	517:46	bank:bank_bob_icon	3	517	-1	52a9ba405049ffcb4f1430a9c55ca2f6e2737050107a7fe17e70296d97b7e791	Whole interface group identical to 949 source	15be4d3bd9999c65fae9e110059d996fd9bdcf51e54d4b777c525b59e3f19915
component	517:66	bank:bank_button_panel	3	517	-1	52a9ba405049ffcb4f1430a9c55ca2f6e2737050107a7fe17e70296d97b7e791	Whole interface group identical to 949 source	15be4d3bd9999c65fae9e110059d996fd9bdcf51e54d4b777c525b59e3f19915
component	517:127	bank:bank_cert_button	3	517	-1	52a9ba405049ffcb4f1430a9c55ca2f6e2737050107a7fe17e70296d97b7e791	Whole interface group identical to 949 source	15be4d3bd9999c65fae9e110059d996fd9bdcf51e54d4b777c525b59e3f19915
