# Project-authored aliases, not recovered Jagex names. Reproduce with Native950CombatWorldAudit.
npc	2881	shnorkscape_dagannoth_supreme_2881	18	22	65	e34861a9acd2617884161c3b780adba910f63e0a53682f11affd8f5748a6232b	Project alias: exact950 decoded definition and map/combat audit; not an original gameval	20b3d26f9694cac75029c7213fb67314028044dbb9359a6db31fec60ad241dea
npc	2882	shnorkscape_dagannoth_prime_2882	18	22	66	c8785952f10a4021a51e42ff56ace5d7ef87e636e9d55ba05ac5a1fb9e9ad352	Project alias: exact950 decoded definition and map/combat audit; not an original gameval	20b3d26f9694cac75029c7213fb67314028044dbb9359a6db31fec60ad241dea
npc	2883	shnorkscape_dagannoth_rex_2883	18	22	67	6ede8127f4d9bb295308f3e17c90c34e922b92bdc8e6798b07da75d0835bd49e	Project alias: exact950 decoded definition and map/combat audit; not an original gameval	20b3d26f9694cac75029c7213fb67314028044dbb9359a6db31fec60ad241dea
npc	6260	shnorkscape_general_graardor_6260	18	48	116	5ff38d14641398a4130d75dd3f8e629c21ca6f3cbc7d537e9e0d2c11387af538	Project alias: exact950 decoded definition and map/combat audit; not an original gameval	20b3d26f9694cac75029c7213fb67314028044dbb9359a6db31fec60ad241dea
npc	6261	shnorkscape_sergeant_strongstack_6261	18	48	117	9aa536b7e85bd4c44582fc8ec250748efcd5877cd2cd27f94d178ac709a52086	Project alias: exact950 decoded definition and map/combat audit; not an original gameval	20b3d26f9694cac75029c7213fb67314028044dbb9359a6db31fec60ad241dea
npc	6263	shnorkscape_sergeant_steelwill_6263	18	48	119	ac37110ae65a178825552e994c0208780440701f139af05acc8ca155a660f4c6	Project alias: exact950 decoded definition and map/combat audit; not an original gameval	20b3d26f9694cac75029c7213fb67314028044dbb9359a6db31fec60ad241dea
npc	6265	shnorkscape_sergeant_grimspike_6265	18	48	121	3916c6379ce777a9f5fb715e8d1e7f73c156e796d51c32e102890c61046d7ba9	Project alias: exact950 decoded definition and map/combat audit; not an original gameval	20b3d26f9694cac75029c7213fb67314028044dbb9359a6db31fec60ad241dea
npc	18932	shnorkscape_giant_mole_18932	18	147	116	cef4c593c7ac01b842fd629d3cc2a1c058e12d81edde3ee3dab7eb3b66b8e452	Project alias: exact950 decoded definition and map/combat audit; not an original gameval	20b3d26f9694cac75029c7213fb67314028044dbb9359a6db31fec60ad241dea
npc	50	shnorkscape_king_black_dragon_50	18	0	50	0714c81dbf604f586f762dde547682a2ca9b42dc40f01e4f04fda72fcf071860	Project alias: exact950 decoded definition and map/combat audit; not an original gameval	20b3d26f9694cac75029c7213fb67314028044dbb9359a6db31fec60ad241dea
npc	1158	shnorkscape_kalphite_queen_1158	18	9	6	c742c8da9941767a111a32b14795221b6848a3dc3ee4fc6665a2e6bdf09c6898	Project alias: exact950 decoded definition and map/combat audit; not an original gameval	20b3d26f9694cac75029c7213fb67314028044dbb9359a6db31fec60ad241dea
npc	1160	shnorkscape_kalphite_queen_1160	18	9	8	057de78a303e97c8b142570db8eef4519bcdcca8c7ca48a99a7262915f9736e3	Project alias: exact950 decoded definition and map/combat audit; not an original gameval	20b3d26f9694cac75029c7213fb67314028044dbb9359a6db31fec60ad241dea
npc	1610	shnorkscape_gargoyle_1610	18	12	74	9cebd264f96b06f119af404ce7b7b9710bbcfa3b0025ee1480c61c34305ea81c	Project alias: exact950 decoded definition and map/combat audit; not an original gameval	20b3d26f9694cac75029c7213fb67314028044dbb9359a6db31fec60ad241dea
npc	1615	shnorkscape_abyssal_demon_1615	18	12	79	1a3d1f0f6abe4248a29b9e22af5ec9ec7566ac79f9fbe56432dd0e27f553ecfd	Project alias: exact950 decoded definition and map/combat audit; not an original gameval	20b3d26f9694cac75029c7213fb67314028044dbb9359a6db31fec60ad241dea
npc	7133	shnorkscape_bork_7133	18	55	93	c42ad957a89efeb3c8df1478d0f8d4ae0cf0b3ac1ee171b5793ba5d48f5c71ab	Project alias: exact950 decoded definition and map/combat audit; not an original gameval	20b3d26f9694cac75029c7213fb67314028044dbb9359a6db31fec60ad241dea
object	82481	shnorkscape_stairs_82481	16	322	49	87992a7eff373e4f7195633268ddeaee6e60fd31862eecca2c112429c5a0db86	Project alias: exact950 decoded definition and map/combat audit; not an original gameval	577cb4588345220a941fcbdd7a4c65ff155257ebb3abbdb404a9218196cb50b9
object	82483	shnorkscape_stairs_82483	16	322	51	c85edaeca3cc496e02d9c2a9ce3329a6a77a065780e669a10fe7d9b4c8c1fee6	Project alias: exact950 decoded definition and map/combat audit; not an original gameval	577cb4588345220a941fcbdd7a4c65ff155257ebb3abbdb404a9218196cb50b9
object	82485	shnorkscape_stairs_82485	16	322	53	7f5f36d9c2b173fb695b9214392080e59638359fcfba4281adaf5cde72703ea4	Project alias: exact950 decoded definition and map/combat audit; not an original gameval	577cb4588345220a941fcbdd7a4c65ff155257ebb3abbdb404a9218196cb50b9
object	82487	shnorkscape_blocked_stairs_82487	16	322	55	9aaaeebbcf46fe1f3cbe70eee82ac96b3ea3b144f86aab2e52ec7bf6fa3c03f5	Project alias: exact950 decoded definition and map/combat audit; not an original gameval	577cb4588345220a941fcbdd7a4c65ff155257ebb3abbdb404a9218196cb50b9
object	82666	shnorkscape_staircase_82666	16	322	234	53f9968371f85b89f41d40dc1fb0a1422dcae9afd0fdd0cc5dd9541d8d5a7969	Project alias: exact950 decoded definition and map/combat audit; not an original gameval	577cb4588345220a941fcbdd7a4c65ff155257ebb3abbdb404a9218196cb50b9
object	82667	shnorkscape_staircase_82667	16	322	235	ee6152481f823172b08c49f583b2c7aaea5438824755172e5c2cd0717d759ccb	Project alias: exact950 decoded definition and map/combat audit; not an original gameval	577cb4588345220a941fcbdd7a4c65ff155257ebb3abbdb404a9218196cb50b9
object	82668	shnorkscape_staircase_82668	16	322	236	3cc08c29c2ac32ad68b4f2e5b64b96584010dc192af24429e71f54861d09a4f9	Project alias: exact950 decoded definition and map/combat audit; not an original gameval	577cb4588345220a941fcbdd7a4c65ff155257ebb3abbdb404a9218196cb50b9
object	82669	shnorkscape_staircase_82669	16	322	237	3ae1a45defd248ac6dbacf3367ec9c178e18454e0669c3ca4da0d66f16b4a451	Project alias: exact950 decoded definition and map/combat audit; not an original gameval	577cb4588345220a941fcbdd7a4c65ff155257ebb3abbdb404a9218196cb50b9
object	82488	shnorkscape_stairs_82488	16	322	56	bbd002727d319bb525b8721a7a988d671189ab60313735241a476b54c2dd2ecb	Project alias: exact950 decoded definition and map/combat audit; not an original gameval	577cb4588345220a941fcbdd7a4c65ff155257ebb3abbdb404a9218196cb50b9
object	82489	shnorkscape_stairs_82489	16	322	57	99d390cbfa4057912e3d23d59f5fb6c685bb62853e0bdd7bc744e330e0683e93	Project alias: exact950 decoded definition and map/combat audit; not an original gameval	577cb4588345220a941fcbdd7a4c65ff155257ebb3abbdb404a9218196cb50b9
object	82491	shnorkscape_stairs_82491	16	322	59	ccc10c191ce5562ab9e2129c9cb034e1c490c9692f6c0eca5ec99e20fd65a945	Project alias: exact950 decoded definition and map/combat audit; not an original gameval	577cb4588345220a941fcbdd7a4c65ff155257ebb3abbdb404a9218196cb50b9
object	114746	shnorkscape_portal_114746	16	448	58	882fe314c6302cb743ef8b1d6753a7f0f453807ba1b37ea4e020bae59157c99f	Project alias: exact950 decoded definition and map/combat audit; not an original gameval	577cb4588345220a941fcbdd7a4c65ff155257ebb3abbdb404a9218196cb50b9
object	114761	shnorkscape_reaper_portal_114761	16	448	73	bf38525f55bc1cae53c5b164e0e580940eba3f5c6ec30641f5cd1f304cbad18d	Project alias: exact950 decoded definition and map/combat audit; not an original gameval	577cb4588345220a941fcbdd7a4c65ff155257ebb3abbdb404a9218196cb50b9
