# Generated by Native950EquipmentLibraryAcceptance cache --generate; do not hand-edit IDs. id/category/tier/slot/quantity/stackMode/name/group/sha256
58223	0	100	3	28	0	Masterwork bow	masterwork bow@100	1b5536af444e9e351ab7f642b3ead436c48eced3d1193676b67a0acc2578e40c
27711	0	99	3	28	0	Celestial catalytic wand	celestial catalytic dual wield@99	039ad841833440d9fc31e891d72301fcbb1d863cd31a15ba59d062663ee31620
27961	0	99	5	28	0	Celestial catalytic orb	celestial catalytic dual wield@99	741a5aa1af90fb6905ace7b9962f212f9c58a0afeee6401a57032301bf3796b8
61333	0	99	3	28	0	Entropic guard	entropic dual wield@99	066466f9f5209203e26ca9d03262980099c779ba78d608dff43a92a55d734a90
61355	0	99	5	28	0	Entropic lantern	entropic dual wield@99	f42f17dd7802fac647108efb2cbda299ca50ef985f42d573d6155911f93ea041
16403	0	99	3	28	0	Primal longsword	primal longsword@99	7282c82dc47a263cb6c78ee60ce507a93eb0359476071f3eb3397ada4551c9c1
27913	0	99	5	28	0	Off-hand primal longsword	primal longsword@99	609d5fd5d09df90d5b53c7f3e01fb4a417be8b76b0446441869e5387cb3262c3
56483	0	95	0	28	0	Crown of the First Necromancer (Shadow)	first necromancer@95	ad66a3aa8b50501ec775f0ea459bb3fbf573ba34e73fe8ce55d9fdad3b278f1e
56450	0	95	4	28	0	Robe top of the First Necromancer (Shadow)	first necromancer@95	54f9f1bced4b7c9a5e448a2af3f616b937245b46c06b138e90a29393832a495f
56513	0	95	7	28	0	Robe bottom of the First Necromancer (Shadow)	first necromancer@95	2e75b9756ba2bbb0ec599d20c34659f542534360711d039093f2a971b7de53c6
56476	0	95	9	28	0	Hand wrap of the First Necromancer (Shadow)	first necromancer@95	f2341e1ff691aaa50594a5c364c7c8540ecca1f72687ac008d46e47918d2d2d2
56469	0	95	10	28	0	Foot wraps of the First Necromancer (Shadow)	first necromancer@95	2a5eeab0c52e560c834ca9067dde2606049329d1b7d859ce3bd3b5981aeede63
59934	0	95	0	28	0	Visage of the First Necromancer	first necromancer~visage@95	df481f61857fd7493591d6f043efaf9f821565458aef51d3b626050dbec25b04
59344	0	95	0	28	0	Mask of Tumeken's resplendence	of tumeken's resplendence@95	d49c3cba3c8b7336a215d872ef569568051609da83523d94df7b065fe5eea85b
59336	0	95	4	28	0	Robe top of Tumeken's resplendence	of tumeken's resplendence@95	9d58109118700d13fd12b08df748996d229793bbfeb2cde3eb773e581149c7c1
59346	0	95	7	28	0	Robe bottom of Tumeken's resplendence	of tumeken's resplendence@95	7ebbeaed3a13c5697411d0b597bc3b1eec3f0420ae479d0c673f81a9e1cd7f82
59342	0	95	9	28	0	Gloves of Tumeken's resplendence	of tumeken's resplendence@95	ae00fcdd7e72c4391740b2bd6bbaa218a1d8698c88403e6c5454d41ee967a518
59340	0	95	10	28	0	Boots of Tumeken's resplendence	of tumeken's resplendence@95	f5e8e1a5ee76e5a93739683bd5192576936137655f3adfccbad476b7323073ce
53375	0	95	0	28	0	Vestments of havoc hood	vestments of havoc@95	aff2685034cc507d7c9229e90d0c9dc424d035fd7da3a6834bb3d06d3c9361e8
53378	0	95	4	28	0	Vestments of havoc robe top	vestments of havoc@95	430378b0deb432cc1623cb915ade9c8fe07957de3caf8c0f1bfab7043ab1a05d
53381	0	95	7	28	0	Vestments of havoc robe bottom	vestments of havoc@95	7889fe2a48e9a7d018290f500df610083c732818787f0d2753eeb23df0d47161
53384	0	95	10	28	0	Vestments of havoc boots	vestments of havoc@95	8bfa9d08b2d1259209e5b4e14df7c9553d64c5181c8f62abc43309859824fd75
55145	0	95	3	28	2	Augmented Bow of the Last Guardian (Soul)	augmented bow of the last guardian (soul)@95	02fd1844efe86c159b5aa9ad1d12f414bd96fafc2362345a17b065ace248a787
51848	0	95	3	28	2	Augmented fractured Staff of Armadyl (shadow)	augmented fractured staff of armadyl (shadow)@95	4d1076ee56b588176d42aead1d9dd81430642bca720b6fc0ddfa626abfbeea0a
56429	0	95	3	28	0	Omni guard (Shadow)	omni guard (shadow)@95	c89b39f693c4137e93e31f68bbc8b4dc0e81b956852cb6a3abe9f353704e7d05
56492	0	95	5	28	0	Soulbound lantern (Shadow)	soulbound lantern (shadow)@95	b7f5eba2eebbe14a31d34c5965706234071ab25c1f642a9e14bc31d8251c91db
56124	0	92	9	28	0	Elite Dracolich vambraces	elite dracolich vambraces@92	7acccbf7fff81ec3f89807fb4c259d52f75d8d450eba95b453f8ff3bd7bbe469
56128	0	92	0	28	0	Elite Dracolich coif	elite dracolich@92	9b500b7d96933c7ca24dba300b43f455c44ea253852f4ad7b182a4d4e8e692be
56114	0	92	4	28	0	Elite Dracolich hauberk	elite dracolich@92	b3cb3c9a7fcb098c6df03452bbe1d06b1adb4cf7b49944b6e5938a19fe6562be
56132	0	92	7	28	0	Elite Dracolich chaps	elite dracolich@92	d44c69e5d7d132cd1d88b131cc7a29b06276a3af1a74f277a92fc3d6ecb75072
56120	0	92	10	28	0	Elite Dracolich boots	elite dracolich@92	048c7b60c772ca33d3717245ee7ce59f9e00fa903f531828d25fb205f8b72016
55045	0	92	0	28	0	Elite sirenic mask (Soul)	elite sirenic@92	36142122bca20691f1385e8724b6467127673a8c726f83f908f6573ebc897a0c
55051	0	92	4	28	2	Augmented elite sirenic hauberk (Soul)	elite sirenic@92	9fb50f9a7358cb3c521b05bea75bdc565acbe6dc3a24f7ab1ee2a3cec49f42c0
55056	0	92	7	28	2	Augmented elite sirenic chaps (Soul)	elite sirenic@92	e3f7eb2f66c5bd34ebef342add563dcac6a4470185e9b6b65c8e2149ebd1ae2f
42991	0	92	0	28	0	Elite tectonic mask (shadow)	elite tectonic@92	ce51a1190a4abcdc3b5f625b1f3280bc43517bd1195f2554e382b55b0fd5bd11
43119	0	92	4	28	2	Augmented elite tectonic robe top (shadow)	elite tectonic@92	50bf6e19a3c3c610e640c233128e9db1a9637fe0f0e116bcd71591e0a8050466
43121	0	92	7	28	2	Augmented elite tectonic robe bottom (shadow)	elite tectonic@92	973a2779610665666e286d97cff4b9235f6a1de90eacac4f7cfeec5003b86b13
55109	0	92	3	28	2	Augmented blightbound crossbow (Soul)	augmented blightbound crossbow (soul)@92	7fe8b4524ff0d89604c99f72eb68c665ebc530e77b87364890c4dc7a9b0fa71c
55114	0	92	5	28	2	Augmented off-hand blightbound crossbow (Soul)	augmented off-hand blightbound crossbow (soul)@92	76a97caeae75a5bf1a8307e23837f514f126fd67bac7ab06b6d54192c1c12246
42574	0	92	3	28	2	Augmented wand of the praesul (shadow)	praesul dual wield@92	01555d1ba00fc4b01b2ec794e614fac27d1cc5c8d88ae85ead57c8c4c5d3587d
42582	0	92	5	28	2	Augmented imperium core (shadow)	praesul dual wield@92	4279298182038c60cf4e297836fcfbada3116334a0d037f10cfefea31ca0cac3
51092	0	90	10	28	2	Enhanced blast diffusion boots	enhanced blast diffusion@90	7233f61dd270fbacac5a53ce5fd395f028a21c383844d308cf47267b7c67f653
51088	0	90	10	28	2	Enhanced fleeting boots	enhanced fleeting@90	16408eba71431a870df8f4dbc4ef93fc10b2a03a7f229efeedd00f0b515d25c5
52036	0	90	9	28	0	Enhanced Kerapac's wrist wraps	enhanced kerapac's wrist wraps@90	6febd0435aa895bc00e36768980d3a0d5a242c71d237a73d74afc0fd557b602b
52032	0	90	9	28	0	Enhanced nightmare gauntlets	enhanced nightmare@90	079cc4ef70e0ff7c67e73a7ec8b27a46ddab2ba444e3f7a4b0fb544c3df29004
52028	0	90	9	28	0	Enhanced gloves of passage	enhanced of passage@90	340153fa0bdb164c7a682e2a43009596c0eb0aa3579026cb4627990c2799da6b
59928	0	90	2	28	0	Am-hej	am-hej@90	47f0596566bf461cc5a4c9b034a6abdda2766d7fdea47acf01646e313250ef25
51469	0	0	12	28	0	Champion's ring	champion's ring@0	8e8af2c659ca6cfc09f920dbbc68244697a98c61be2b15d0704826f0d56b9115
51467	0	0	12	28	0	Channeller's ring	channeller's ring@0	cc1af92693c8d420fc6ebd298fd8abc867908c6aedbff212738d308c7a50e3f4
42787	0	0	17	28	2	Erethdor's grimoire	erethdor's grimoire@0	c46f75e4276f441c27c16fe84fbec8c7d932ab90433aa8fd37510c5bc01d0bdc
50471	0	0	2	28	2	Essence of Finality amulet (or)	essence of finality amulet (or)@0	7c3d4464a116093a658ffe5aac9aa327e6294ef8860dcd4fee17cb933ab08c75
50465	0	0	2	28	0	Essence of Finality amulet	essence of finality amulet@0	01167d52775de43a545267c64b46d3978fa13f6a54e4e620d1fd526eb2270ef2
52504	0	0	1	28	0	Igneous Kal-Zuk	igneous kal-zuk@0	c65952ba18a5f36fe9e1811b144d9b766838fd00cc020badb1e3659a49ad055e
56878	0	0	12	28	0	Occultist's ring	occultist's ring@0	1e5d4eb2f3a27af6a3f8faf8d37bb78b7969a0e295db6a7f08df30a0620c7f1e
51470	0	0	12	28	0	Reaver's ring	reaver's ring@0	7330a2b48bb2e069d81aba668db0b67e0f7593626fe8fdd59bdb75f454e825b3
51468	0	0	12	28	0	Stalker's ring	stalker's ring@0	87e09441feccac6a5cd0d64836c6fc71cb6502848a7ccad69129a2736f19716a
55678	0	0	17	28	0	Underworld Grimoire 4	underworld grimoire 4@0	077d21ba99f084b2cc94ea9d5bc37ebe18b9e23c9a73506e1c744c700b339265
58036	0	99	13	10000	1	Primal arrow	primal arrow@99	39f4330568cbf1dbfbb02b6545767bec188542ce9b44706e8bd014ea0263da89
58041	0	99	13	10000	1	Primal bolts	primal bolts@99	7df3ecf1caae1fe66a62c9fd78215f85556fbc9956d4bf40b63cc579d925a1a2
59925	0	90	13	28	0	Nodon spike harness	nodon spike harness@90	59bf9868510bc7219bc231d95ad54b3434f5b0548974a1602ed2a13fbb52687b
52217	0	85	13	28	2	Grasping rune pouch	grasping rune pouch@85	ecd7d39e9400b71dbc47c26ad715ee4f1e66adaf8548c0537a7d2a098158c62e
56142	0	60	13	28	0	Deathwarden nexus	deathwarden nexus@60	bc8fb8519dbdc04039af66e1a2b0e5f81ec954e5082e7ed0ee1def556eb45b4d
50351	0	0	-1	1000	0	Adrenaline renewal flask (6)	adrenaline renewal flask (6)@0	8035d712d62db22d9942b6bfadbbb494f1c7e109646542d2b2df2d864e2b6ade
556	0	0	-1	10000	1	Air rune	air rune@0	117de921b349db28c25e1b5712931ecc8a88faf15f1fb91a7d440679f91cba76
565	0	0	-1	10000	1	Blood rune	blood rune@0	ad4df134e3d9e42a861ee5cd4d7ee1d5e8cfba27cb669fb319121166f2c3e801
55338	0	0	-1	10000	1	Bone rune	bone rune@0	fb88b015528637f9b1736222c07f39bdfb395814fdfe010f72ffc2e6741e2f53
560	0	0	-1	10000	1	Death rune	death rune@0	9e6ea374527f9eb54494e77830dbaf1fa47d32312f50213ad174e1f0a7182f36
557	0	0	-1	10000	1	Earth rune	earth rune@0	bb6d975005cabefc616ec6fcfa8931a9db022790e393c476bcc634edb9a8387c
55336	0	0	-1	10000	1	Ectoplasm	ectoplasm@0	1270a2a6bbe74c98f63471f26dc298bcb7d2d6171802ea22dd2cd3ec667a1ddc
39230	0	0	-1	1000	0	Enhanced replenishment potion (6)	enhanced replenishment potion (6)@0	0f1af234d9ed79625043180ebb0801ad602dee4797ac5f32c8c0c3d969cf4bc5
554	0	0	-1	10000	1	Fire rune	fire rune@0	9dc1d4469311a9ef197f09389547e55ab9ad7603913ce182a85a369914bcf67c
55339	0	0	-1	10000	1	Flesh rune	flesh rune@0	8c4fe59882f4722657cbdb8b1041ede7504577d33cf1c990f06347e7563d70c6
563	0	0	-1	10000	1	Law rune	law rune@0	05a32b219929d24b048070b84c6019fe6b5fa548621b4a3c7838ba5da996dfc2
55340	0	0	-1	10000	1	Miasma rune	miasma rune@0	00e204c6a6e4ae30652ef5ea10d481aa18a2cc2118ddaa61ac07e4c353817eb1
23531	0	0	-1	1000	0	Overload flask (6)	overload flask (6)@0	1b36021dabeedeb749f7bf9dd9ca340f926a236285e7eca0128c2b01237065b6
42251	0	0	-1	1000	0	Sailfish	sailfish@0	76ad47c1689097a21447f296987c0f1d41df5446935b95f3e24b01b383d4bd21
23351	0	0	-1	1000	0	Saradomin brew flask (6)	saradomin brew flask (6)@0	b69efcf67c0435bf64aab7f3340587fd177ee71d80ea9ae3da2cd815af5fafe7
566	0	0	-1	10000	1	Soul rune	soul rune@0	5d043110121f8819e4b14b59eaed387a0e5c863f16991859a3504c51b44b12a1
55337	0	0	-1	10000	1	Spirit rune	spirit rune@0	839c1af16ef71233b304844ed9d38df020dc6fc5ecf68a565bf7c92ed31cc69f
33186	0	0	-1	1000	0	Super prayer renewal potion (6)	super prayer renewal potion (6)@0	638a697791a6538ee83511ef00ebf5f3d9b1ddc234c49c6f35df66c6451243c6
23399	0	0	-1	1000	0	Super restore flask (6)	super restore flask (6)@0	0d411110d44787e8410c4d407864d2ce55f355279d542b31e17943336573c44b
43357	0	0	-1	10000	1	Torn grimoire page	torn grimoire page@0	623a676ad7206de102ee75dd44b0de5304821b51c0112a9b9149bb7aae2537d1
555	0	0	-1	10000	1	Water rune	water rune@0	1579a3ac5d8ce2e14126fdfde438d38f2d81bd34b0b5209d70f0851bea3b029c
57290	1	99	0	28	0	Primal full helm + 5	primal + 5@99	23e398d9d078c671766bb2ced6a5dd2375f63738c7894e3d70e2905706120bee
57352	1	99	4	28	0	Primal platebody + 5	primal + 5@99	7568bec29db4be41754e3e5595fc44b30224dbcee65409b4b39e6e5f5c2cc53f
57383	1	99	7	28	0	Primal platelegs + 5	primal + 5@99	007c065bace8ee34662896560c21a06fc22951aff10780dbfcea3f0a88a7dbc9
57259	1	99	9	28	0	Primal gauntlets + 5	primal + 5@99	ef0809f827c5aaccdca14a030d65bb612ccd1c65a1fce1d6aefa32af2ac6305e
57228	1	99	10	28	0	Primal armoured boots + 5	primal + 5@99	af3afe70ff7b7b34afbb8b77bbc1461761ddbe58b5fe2635abc21e79a3b664ee
16733	1	99	4	28	0	Primal chainbody	primal@99	a36a44b24afe3f5244cce4b32622f5ee750de89839d3704d9f43712ce410a695
16667	1	99	7	28	0	Primal plateskirt	primal@99	ef25e61b9da85f294cb5335a3f6da0d43f2537ff87d70e073aa973835723a6f4
16359	1	99	10	28	0	Primal boots	primal@99	0c3a1821af2ee9a4a979c0f49dccf5c54abe3084d8486dc77e9b2151b6b8e8f9
57462	1	99	3	28	0	Masterwork 2h sword	masterwork 2h sword@99	648f9ef38b95b17522607579000fa5df31da6a7a2d92be1bb43ced13fd1a6154
57429	1	99	3	28	0	Primal 2h sword + 5	primal 2h sword + 5@99	b891b6c952d9041abd55a0d58e7ef92977e01ad49ebf0dfbef4b67a81a298c8d
